+--------+-------------------+-----------------+--------------+-----------------------+-------+-------+
| commit |        user       | changed_objects | top 10 pred  |         score         | top 3 | top 5 |
|  116   |      msvbs98      |      [130]      | (129, 0.205) | 0.0008424599831508026 |   0   |   0   |
|        |                   |                 | (98, 0.154)  |                       |       |       |
|        |                   |                 | (94, 0.152)  |                       |       |       |
|        |                   |                 | (95, 0.152)  |                       |       |       |
|        |                   |                 | (101, 0.152) |                       |       |       |
|        |                   |                 |  (73, 0.15)  |                       |       |       |
|        |                   |                 |  (74, 0.15)  |                       |       |       |
|        |                   |                 |  (75, 0.15)  |                       |       |       |
|        |                   |                 |  (76, 0.15)  |                       |       |       |
|        |                   |                 |  (77, 0.15)  |                       |       |       |
+--------+-------------------+-----------------+--------------+-----------------------+-------+-------+
Total of 39 objects were emitted
predicted 3 in the top-3
predicted 5 in the top-5


Users Summary:
+-------------------+-----------------------+-------------+-------+-------+
|        user       |         score         | num_objects | top 3 | top 5 |
+-------------------+-----------------------+-------------+-------+-------+
|      mylnext      |   0.6664796847825402  |      6      |   1   |   3   |
|  darjiharshil2994 |  0.04685714285714284  |      1      |   0   |   0   |
|   dynamitechetan  |  0.029268407286168495 |      2      |   0   |   0   |
|    1anuppanwar    |   0.2504498644159698  |      9      |   2   |   2   |
|  sachinarora.707  |  0.027815468113975617 |      1      |   0   |   0   |
| christianbender89 |  0.17828451698377928  |      19     |   0   |   0   |
|      msvbs98      | 0.0008424599831508026 |      1      |   0   |   0   |
+-------------------+-----------------------+-------------+-------+-------+
